Mn2TiRh	216	FiM	3.2319	407.1
Mn2TiRh	119	FiM	0.0832	818.0
Fe2TiCu	216	FiM	3.5757	1130.0
Fe2TiCu	119	FiM	3.1898	1055.9
Fe2VIr	216	FM	4.7940	974.7
Fe2VIr	119	FiM	3.6117	457.1
Mn2NbIr	119	FiM	4.0865	641.9
Ni2ScCo	216	FM	1.0457	120.7
Ni2ScCo	139	FiM	-1.4898	230.6
Mn2PtCr	225	FiM	5.6324	447.9
Mn2PtCr	139	FiM	3.7388	1379.6
Co2RuIr	119	FM	2.0545	289.7
Ni2TiRu	216	FM	1.2822	274.7
Co2ScHg	119	FM	2.4307	439.9
Fe2TaRu	216	FM	4.6720	1158.1
